Fiscal Year,Grants: Grants Number,Grant Type,Grantee Name,Fiscal Sponsor,Project Title,Applicant Status,Applicant Institution Type,Applicant Arts Discipline,Type of Activity Supported,Counties Served,Number of IA Artists Engaged,Number of Non-IA Artists Engaged,Total Artists Engaged,Youth Engaged In-Person,Grant Award,Funding Returned,Grant Amount Spent,In-Kind Match,Congressional District,Senate District,House District,Cash Match,Applicant City,Applicant State,Applicant Zip,County
2015,201507,Cultural Leadership Partners Program,Sioux City Symphony Orchestra,,CLP Funding for FY15,Organization- Non-Profit,Performing Group,Music,Operating Support,Buena Vista; Cherokee; Ida; Monona; Plymouth; Sac; Sioux; Woodbury,48,72,120,4269,"$17,770.00",$0.00,"$17,770.00",$0.00,4,7,13,"$150,000.00",Sioux City,Iowa,51101,Woodbury
2015,201507,Cultural Leadership Partners Program,Southeast Iowa Symphony Orchestra,,CLP Funding for FY15,Organization- Non-Profit,Performing Group,Music,Operating Support,Appanoose; Davis; Des Moines; Henry; Jefferson; Keokuk; Lee; Louisa; Mahaska; Monroe; Muscatine; Van Buren; Wapello; Washington,68,6,74,5000,"$10,000.00",$0.00,"$10,000.00",$0.00,2,42,84,"$150,000.00",Mt. Pleasant,Iowa,52641,Henry
2015,201507,Cultural Leadership Partners Program,Spencer Community Theatre,,CLP Funding for FY15,Organization- Non-Profit,Performance Facility,Theatre,Operating Support,Black Hawk; Bremer; Calhoun; Carroll; Chickasaw; Clayton; Crawford; Dickinson; Dubuque; Hamilton; Marion; Montgomery; O'Brien; Osceola; Palo Alto; Plymouth; Pocahontas; Polk; Sac; Sioux; Webster; Winnebago,0,0,0,1026,"$10,000.00",$0.00,"$10,000.00",$0.00,4,1,2,"$150,000.00",Spencer,Iowa,51301,Clay
2015,201507,Cultural Leadership Partners Program,Waterloo-Cedar Falls Symphony Orchestra,,CLP Funding for FY15,Organization- Non-Profit,Performing Group,Music,Operating Support,Benton; Black Hawk; Bremer; Buchanan; Butler; Cerro Gordo; Chickasaw; Fayette; Floyd; Grundy; Iowa; Linn; Marshall; Tama,175,15,190,9500,"$12,000.00",$0.00,"$12,000.00",$0.00,1,30,59,"$150,000.00",Cedar Falls,Iowa,50614-0803,Black Hawk
2015,201507,Cultural Leadership Partners Program,Cedar Falls Community Theatre,,CLP Funding for FY15,Organization- Non-Profit,Performance Facility,Theatre,Operating Support,Benton; Black Hawk; Bremer; Buchanan; Butler; Cerro Gordo; Chickasaw; Delaware; Fayette; Floyd; Franklin; Grundy; Hardin; Iowa; Johnson; Linn; Marshall; Poweshiek; Tama,320,320,640,1850,"$10,000.00",$0.00,"$10,000.00",$0.00,1,30,59,"$150,000.00",Cedar Falls,Iowa,50613,Black Hawk
2015,201507,Cultural Leadership Partners Program,Cedar Rapids Museum of Art,,CLP Funding for FY15,Organization- Non-Profit,Art Museum,Visual Arts,Operating Support,Allamakee; Benton; Black Hawk; Boone; Bremer; Buchanan; Buena Vista; Butler; Calhoun; Carroll; Cass; Cedar; Cerro Gordo; Cherokee; Chickasaw; Clay; Clayton; Clinton; Crawford; Dallas; Delaware; Des Moines; Dickinson; Dubuque; Fayette; Franklin; Fremont; Grundy; Hancock; Hardin; Henry; Howard; Humboldt; Ida; Iowa; Jackson; Jasper; Jefferson; Johnson; Jones; Keokuk; Lee; Linn; Madison; Mahaska; Marion; Marshall; Mitchell; Monona; Monroe; Montgomery; Muscatine; Page; Plymouth; Polk; Pottawattamie; Poweshiek; Sac; Scott; Shelby; Sioux; Story; Tama; Union; Van Buren; Wapello; Warren; Washington; Webster; Winnebago; Winneshiek; Woodbury; Worth; Wright,25,30587,30612,4523,"$15,000.00",$0.00,"$15,000.00",$0.00,3,33,65,"$150,000.00",Cedar Rapids,Iowa,52401,Linn
2015,201507,Cultural Leadership Partners Program,James & Meryl Hearst Center for the Arts,,CLP Funding for FY15,Government- Municipal,Arts Center,Multidisciplinary,Operating Support,Benton; Black Hawk; Bremer; Buchanan; Butler; Fayette; Greene; Grundy; Tama,790,0,790,21194,"$10,000.00",$0.00,"$10,000.00",$0.00,1,30,60,"$150,000.00",Cedar Falls,Iowa,50613,Black Hawk
2015,201507,Cultural Leadership Partners Program,Civic Music Association,,CLP Funding for FY15,Organization- Non-Profit,Cultural Series Organization,Music,Operating Support,Dallas; Jasper; Madison; Marion; Polk; Warren,5,61,66,1380,"$10,000.00",$0.00,"$10,000.00",$0.00,3,17,34,"$150,000.00",Des Moines,Iowa,50309,Polk
2015,201507,Cultural Leadership Partners Program,Des Moines Playhouse,,CLP Funding for FY15,Organization- Non-Profit,Performance Facility,Theatre,Operating Support,Adair; Adams; Allamakee; Appanoose; Audubon; Benton; Black Hawk; Boone; Bremer; Buchanan; Buena Vista; Butler; Calhoun; Carroll; Cass; Cedar; Cerro Gordo; Cherokee; Chickasaw; Clarke; Clay; Clayton; Clinton; Crawford; Dallas; Davis; Decatur; Delaware; Des Moines; Dickinson; Dubuque; Emmet; Fayette; Floyd; Franklin; Fremont; Greene; Grundy; Guthrie; Hamilton; Hancock; Hardin; Harrison; Henry; Howard; Humboldt; Ida; Iowa; Jackson; Jasper; Jefferson; Johnson; Jones; Keokuk; Kossuth; Lee; Linn; Louisa; Lucas; Lyon; Madison; Mahaska; Marion; Marshall; Mills; Mitchell; Monona; Monroe; Montgomery; Muscatine; O'Brien; Osceola; Page; Palo Alto; Plymouth; Pocahontas; Polk; Pottawattamie; Poweshiek; Ringgold; Sac; Scott; Shelby; Sioux; Story; Tama; Taylor; Union; Van Buren; Wapello; Warren; Washington; Wayne; Webster; Winnebago; Winneshiek; Woodbury; Worth; Wright,342,8,350,16253,"$20,000.00",$0.00,"$20,000.00",$0.00,3,21,41,"$150,000.00",Des Moines,Iowa,50312,Polk
2015,201507,Cultural Leadership Partners Program,Dubuque Museum of Art,,CLP Funding for FY15,Organization- Non-Profit,Art Museum,Visual Arts,Operating Support,Clayton; Delaware; Dubuque; Jackson,320,41,361,965,"$10,000.00",$0.00,"$10,000.00",$0.00,1,50,100,"$150,000.00",Dubuque,Iowa,52001,Dubuque
2015,201507,Cultural Leadership Partners Program,Figge Art Museum,,CLP Funding for FY15,Organization- Non-Profit,Art Museum,Visual Arts,Operating Support,Cedar; Clinton; Jackson; Muscatine; Scott,5052,2166,7218,19618,"$20,000.00",$0.00,"$20,000.00",$0.00,1,45,90,"$150,000.00",Davenport,Iowa,52801,Scott
2015,201507,Cultural Leadership Partners Program,Octagon Center for the Arts,,CLP Funding for FY15,Organization- Non-Profit,Arts Center,Visual Arts,Operating Support,Boone; Hamilton; Hardin,400,160,560,750,"$10,000.00",$0.00,"$10,000.00",$0.00,4,23,45,"$150,000.00",Ames,Iowa,50010,Story
2015,201507,Cultural Leadership Partners Program,Quad City Symphony Orchestra Association,,CLP Funding for FY15,Organization- Non-Profit,Performing Group,Music,Operating Support,Cedar; Clinton; Jackson; Johnson; Jones; Louisa; Muscatine; Scott,234,186,420,8491,"$15,000.00",$0.00,"$15,000.00",$0.00,1,45,90,"$150,000.00",Davenport,Iowa,52801,Scott
2015,201507,Cultural Leadership Partners Program,Red Cedar Chamber Music,,CLP Funding for FY15,Organization- Non-Profit,Performing Group,Music,Operating Support,Benton; Cedar; Iowa; Jefferson; Johnson; Jones; Wapello; Washington,11,2,13,1274,"$10,000.00",$0.00,"$10,000.00",$0.00,3,18,36,"$150,000.00",Marion,Iowa,52302-0154,Linn
2015,201507,Cultural Leadership Partners Program,Old Creamery Theatre Company,,CLP Funding for FY15,Organization- Non-Profit,Performing Group,Theatre,Operating Support,Benton; Black Hawk; Boone; Buchanan; Butler; Cedar; Cerro Gordo; Dallas; Delaware; Des Moines; Dubuque; Fayette; Franklin; Grundy; Hamilton; Hancock; Hardin; Henry; Iowa; Jasper; Johnson; Jones; Keokuk; Lee; Linn; Louisa; Mahaska; Marshall; Polk; Poweshiek; Scott; Story; Tama; Union; Van Buren; Warren; Washington; Winnebago; Winneshiek,41,28,69,51500,"$12,000.00",$0.00,"$12,000.00",$0.00,3,38,76,"$150,000.00",Amana,Iowa,52203,Iowa
2015,201507,Cultural Leadership Partners Program,Theatre Cedar Rapids,,CLP Funding for FY15,Organization- Non-Profit,Performance Facility,Theatre,Operating Support,Benton; Black Hawk; Buchanan; Cedar; Delaware; Iowa; Johnson; Jones; Linn,438,2,440,21000,"$15,000.00",$0.00,"$15,000.00",$0.00,3,35,69,"$150,000.00",Cedar Rapids,Iowa,52401,Linn
2015,201507,Cultural Leadership Partners Program,Waterloo Center for the Arts,,CLP Funding for FY15,Government- Municipal,Arts Center,Visual Arts,Operating Support,Benton; Black Hawk; Bremer; Buchanan; Butler; Cerro Gordo; Chickasaw; Clayton; Dubuque; Fayette; Floyd; Franklin; Greene; Grundy; Hardin; Johnson; Jones; Linn; Mitchell; Tama,250,150,400,20158,"$15,000.00",$0.00,"$15,000.00",$0.00,1,31,61,"$150,000.00",Waterloo,Iowa,50701,Black Hawk
2015,201507,Cultural Leadership Partners Program,Waterloo Community Playhouse,,CLP Funding for FY15,Organization- Non-Profit,Performance Facility,Theatre,Operating Support,Allamakee; Appanoose; Benton; Black Hawk; Bremer; Buchanan; Butler; Cedar; Cerro Gordo; Chickasaw; Clayton; Delaware; Dubuque; Fayette; Franklin; Greene; Grundy; Guthrie; Hamilton; Hardin; Howard; Humboldt; Jackson; Jefferson; Johnson; Linn; Louisa; Marion; Marshall; Monona; Monroe; Muscatine; Polk; Scott; Story; Tama; Webster; Winnebago,19,7,26,7285,"$12,000.00",$0.00,"$12,000.00",$0.00,1,31,61,"$150,000.00",Waterloo,Iowa,50704,Black Hawk
2015,201507,Cultural Leadership Partners Program,Amana Heritage Society,,CLP Funding for FY15,Organization- Non-Profit,None of the Above,Humanities,Operating Support,Benton; Iowa; Johnson,0,0,0,1400,"$10,000.00",$0.00,"$10,000.00",$0.00,3,38,76,"$150,000.00",Amana,Iowa,52203,Iowa
2015,201507,Cultural Leadership Partners Program,Blanden Art Museum,,CLP Funding for FY15,Organization- Non-Profit,Art Museum,Visual Arts,Operating Support,Boone; Buena Vista; Calhoun; Carroll; Cerro Gordo; Dickinson; Greene; Hamilton; Humboldt; Kossuth; Pocahontas; Polk; Sac; Story; Webster; Woodbury; Wright,53,1,54,1634,"$10,000.00",$0.00,"$10,000.00",$0.00,4,5,9,"$150,000.00",Fort Dodge,Iowa,50501,Webster
2015,201507,Cultural Leadership Partners Program,Iowa Arboretum,,CLP Funding for FY15,Organization- Non-Profit,Parks and Recreation,Humanities,Operating Support,Boone; Greene; Hamilton; Polk; Story,3,0,3,50,"$10,000.00",$0.00,"$10,000.00",$0.00,4,24,47,"$150,000.00",Ames,Iowa,50014,Boone
2015,201507,Cultural Leadership Partners Program,Quad City Arts,,CLP Funding for FY15,Organization- Non-Profit,Arts Service Organization,Multidisciplinary,Operating Support,Clinton; Muscatine; Scott,0,0,0,57522,"$15,000.00",$0.00,"$15,000.00",$0.00,2,45,90,"$150,000.00",Rock Island,Iowa,61201,Rock Island
2015,201507,Cultural Leadership Partners Program,Grout Museum District,,CLP Funding for FY15,Government- Municipal,Other Museum,Humanities,Operating Support,Allamakee; Benton; Black Hawk; Bremer; Buchanan; Butler; Cass; Cedar; Cerro Gordo; Cherokee; Chickasaw; Clinton; Dallas; Delaware; Des Moines; Dubuque; Emmet; Floyd; Franklin; Grundy; Hamilton; Hancock; Hardin; Henry; Humboldt; Iowa; Jasper; Johnson; Jones; Keokuk; Kossuth; Linn; Louisa; Madison; Mahaska; Marion; Marshall; Montgomery; Muscatine; O'Brien; Page; Plymouth; Pocahontas; Polk; Scott; Sioux; Wapello; Warren; Washington; Webster; Winneshiek; Woodbury,0,0,0,81342,"$15,000.00",$0.00,"$15,000.00",$0.00,1,31,61,"$150,000.00",Waterloo,Iowa,50701,Black Hawk
2015,201507,Cultural Leadership Partners Program,Midwest Old Threshers,,CLP Funding for FY15,Organization- Non-Profit,Fair/Festival,Multidisciplinary,Operating Support,Appanoose; Cedar; Davis; Des Moines; Henry; Jefferson; Johnson; Keokuk; Lee; Linn; Louisa; Mahaska; Marion; Monroe; Muscatine; Polk; Pottawattamie; Scott; Van Buren; Washington,128,20,148,7236,"$15,000.00",$0.00,"$15,000.00",$0.00,2,42,84,"$150,000.00",Mount Pleasant,Iowa,52641,Henry
2015,201507,IAC Artist Fellowship,Lauren Alleyne,,Fellowship for Literature,Individual,Individual Artist,Literature,Fellowships,Des Moines; Dubuque; Johnson,7,28,35,90,"$5,000.00",$0.00,"$5,000.00",$0.00,1,50,99,$0.00,Dubuque,Iowa,52001-6521,Dubuque
2015,201507,IAC Artist Fellowship,Christopher Ford,,Fellowship for Music,Individual,Individual Artist,Music,Fellowships,Boone; Dallas; Dubuque; Jefferson; Johnson; Polk; Story; Wapello,10,10,20,500,"$5,000.00",$0.00,"$5,000.00",$0.00,3,21,41,$0.00,Des Moines,Iowa,50312,Polk
2015,201507,IAC Artist Fellowship,Robert John Ford,,Fellowship for Theatre,Individual,Individual Artist,Theatre,Fellowships,Polk,1,7,8,0,"$5,000.00",$0.00,"$5,000.00",$0.00,3,21,41,$0.00,Des Moines,Iowa,50312,Polk
2015,201507,IAC Artist Fellowship,Kathranne Knight,,Fellowship Funding for Visual Arts,Individual,Individual Artist,Visual Arts,Fellowships,Polk; Story,2,4,6,0,"$5,000.00",$0.00,"$5,000.00",$0.00,4,23,45,$0.00,Ames,Iowa,50010,Story
2015,201507,IAC Artist Fellowship,Jordan Weber,,Fellowship Funding for Visual Arts,Individual,Individual Artist,Visual Arts,Fellowships,Polk,5,5,10,50,"$5,000.00",$0.00,"$5,000.00",$0.00,3,21,41,$0.00,Des Moines,Iowa,50311,Polk
2015,201507,IAC Artist Project Grant,Ian Miller,,The Nitch,Individual,Individual Artist,Multidisciplinary,Artwork Creation,Dallas; Polk,8,0,8,950,"$10,000.00",$0.00,"$10,000.00","$4,800.00",3,21,41,"$13,898.00",Des Moines,Iowa,50309-3358,Polk
2015,201507,IAC Artist Project Grant,Katie Roche,Working Group Theatre,Awful Purdies Album: All Recipes Are Home,Individual,Individual Artist,Music,Artwork Creation,Allamakee; Benton; Bremer; Butler; Cedar; Chickasaw; Clayton; Dubuque; Fayette; Guthrie; Howard; Iowa; Johnson; Jones; Keokuk; Linn; Louisa; Mahaska; Marshall; Muscatine; Poweshiek; Tama; Washington; Winneshiek,9,0,9,70,"$10,000.00",$0.00,"$10,000.00","$11,700.00",2,43,85,"$7,600.00",Iowa City,Iowa,52240-6250,Johnson
2015,201507,IAC Artist Project Grant,Jerrod Jordahl,,Pointland: A Play for Audio,Individual,Individual Artist,Theatre,Artwork Creation,Hamilton; Marshall; Polk; Story; Webster; Woodbury,19,1,20,564,"$5,000.00",$0.00,"$5,000.00","$2,500.00",3,17,34,"$2,500.00",Des Moines,Iowa,50309-4628,Polk
2015,201507,IAC Artist Project Grant,Karin Stein,,Americas3,Individual,Individual Artist,Music,Artwork Creation,Black Hawk; Jasper; Johnson; Linn; Polk; Poweshiek,7,1,8,45,"$10,000.00",$0.00,"$10,000.00","$4,200.00",3,15,29,"$15,840.00",Kellogg,Iowa,50135-8677,Jasper
2015,201507,IAC Artist Project Grant,Tiberiu Chelcea,,One Second,Individual,Individual Artist,Visual Arts,Artwork Creation,Story,3,0,3,0,"$2,790.00",$0.00,"$2,790.00","$1,395.00",4,23,46,"$1,395.00",Ames,Iowa,50010,Story
2015,201507,IAC Artist Project Grant,Paul Doffing,,Songs from the Quaking Heart: CD and Video Creation and Tour,Individual,Individual Artist,Music,Artwork Creation,Black Hawk; Cedar; Dallas; Dubuque; Johnson; Polk; Story; Winneshiek,3,2,5,20,"$8,530.00",$0.00,"$8,530.00","$4,750.00",4,23,45,"$4,394.00",Ames,Iowa,50010-6017,Story
2015,201507,IAC Artist Project Grant,Gregory Oakes,,Recording the Clarinet Music of Helmut Lachenmann,Individual,Individual Artist,Music,Artwork Creation,Polk; Story,6,1,7,0,"$4,000.00",$0.00,"$4,000.00","$2,500.00",3,23,46,"$2,250.00",Des Moines,Iowa,50310,Polk
2015,201507,IAC Artist Project Grant,Dean Kugler,,The Desecration of Adam,Individual,Individual Artist,Visual Arts,Artwork Creation,Scott,4,0,4,500,"$5,000.00",$0.00,"$5,000.00","$3,400.00",1,47,93,"$9,300.00",Davenport,Iowa,52803,Scott
2015,201507,IAC Artist Project Grant,Matthew Coley,,Heartland Marimba Festival and Academy,Individual,Individual Artist,Music,Concert/Performance/Reading,Black Hawk; Cerro Gordo; Des Moines; Dubuque; Linn; Story,8,9,17,25,"$7,500.00",$0.00,"$7,500.00","$1,800.00",1,30,60,"$5,800.00",Waterloo,Iowa,50701-3907,Black Hawk
2015,201507,IAC Artist Project Grant,Damani Phillips,,Duality,Individual,Individual Artist,Music,Artwork Creation,Johnson; Linn; Polk,3,8,11,1000,"$10,000.00",$0.00,"$10,000.00",$0.00,2,43,86,"$11,663.00",Iowa City,Iowa,52240-5848,Johnson
2015,201507,IAC Organization Project Grant,Des Moines Arts Festival,,Iowa Artist Performances,Organization- Non-Profit,Fair/Festival,Multidisciplinary,Fair/Festival,Polk,40,3,43,2000,"$10,000.00",$0.00,"$10,000.00",$0.00,3,17,34,"$54,100.00",Des Moines,Iowa,50309,Polk
2015,201507,IAC Organization Project Grant,Red Cedar Chamber Music,,Music for Silent Film,Organization- Non-Profit,Performing Group,Music,Concert/Performance/Reading,Iowa; Johnson; Linn; Washington,8,2,10,623,"$9,980.00",$0.00,"$9,980.00",$730.00,3,18,36,"$16,705.00",Marion,Iowa,52302-0154,Linn
2015,201507,IAC Organization Project Grant,Sioux City Art Center,,Jackson Pollock: Mural,Organization- Non-Profit,Arts Center,Interdiciplinary,Exhibition,Buena Vista; Carroll; Cherokee; Crawford; Harrison; Ida; Lyon; Monona; O'Brien; Plymouth; Sac; Sioux; Woodbury,0,0,0,2000,"$10,000.00",$0.00,"$10,000.00",$0.00,4,7,13,"$32,675.00",Sioux City,Iowa,51101,Woodbury
2015,201507,IAC Organization Project Grant,Spencer Community Theatre,,Our Town - Celebrating Spencer,Organization- Non-Profit,Performance Facility,Theatre,Concert/Performance/Reading,Buena Vista; Cherokee; Clay; Dickinson; Emmet; O'Brien; Osceola; Palo Alto; Pocahontas; Sac; Sioux; Woodbury,75,0,75,204,"$5,500.00",$0.00,"$5,500.00","$144,728.00",4,1,2,"$6,247.00",Spencer,Iowa,51301,Clay
2015,201507,IAC Organization Project Grant,Riverside Theatre,,Performances of HOUSEBROKEN By Megan Gogerty,Organization- Non-Profit,Performance Facility,Theatre,Concert/Performance/Reading,Cedar; Clayton; Johnson; Jones; Lee; Linn; Muscatine; Polk,6,2,8,17,"$8,028.00",$0.00,"$8,028.00",$750.00,2,43,85,"$14,843.00",Iowa City,Iowa,52245,Johnson
2015,201507,IAC Organization Project Grant,Putnam Museum and Science Center,,Quad Cities Jewish Heritage Traveling Exhibit,Organization- Non-Profit,Other Museum,Humanities,Exhibition,Scott,2,0,2,300,"$5,000.00",$0.00,"$5,000.00","$1,956.00",1,45,90,"$3,419.00",Davenport,Iowa,52804,Scott
2015,201507,IAC Organization Project Grant,Quad City Symphony Orchestra Association,,Composers' Commission and Composition Performance,Organization- Non-Profit,Performing Group,Music,Artwork Creation,Cedar; Clinton; Jackson; Johnson; Jones; Muscatine,234,186,420,470,"$10,000.00",$0.00,"$10,000.00",$392.00,1,45,90,"$114,657.00",Davenport,Iowa,52801,Scott
2015,201507,IAC Organization Project Grant,Metro Arts Alliance of Greater Des Moines,,40th Anniversary Commemorative Artwork,Organization- Non-Profit,Arts Service Organization,Multidisciplinary,Artwork Creation,Polk,6,0,6,1552,"$10,000.00",$0.00,"$10,000.00","$39,350.00",3,21,41,"$42,350.00",Des Moines,Iowa,50312,Polk
2015,201507,IAC Organization Project Grant,Figge Art Museum,,Self-Taught Genius,Organization- Non-Profit,Art Museum,Multidisciplinary,Exhibition,Clinton; Dubuque; Jackson; Johnson; Linn; Muscatine; Scott,2,3,5,1825,"$10,000.00",$0.00,"$10,000.00",$750.00,1,45,90,"$60,658.00",Davenport,Iowa,52801,Scott
2015,201507,IAC Organization Project Grant,Des Moines Performing Arts,,Iowa High School Musical Theater Awards 2014-2015,Organization- Non-Profit,Performance Facility,Theatre,Arts Instruction,Appanoose; Black Hawk; Boone; Dallas; Franklin; Iowa; Johnson; Jones; Linn; Marion; Polk; Story; Warren; Winnebago,35,9,44,2002,"$10,000.00",$0.00,"$10,000.00",$0.00,3,17,34,"$101,940.00",Des Moines,Iowa,50309,Polk
2015,201507,IAC Organization Project Grant,Dubuque Symphony Orchestra,,Silent Film Showcase,Organization- Non-Profit,Performing Group,Music,Concert/Performance/Reading,Clayton; Clinton; Delaware; Dubuque; Jackson; Jones,9,15,24,25,"$7,274.00",$0.00,"$7,274.00","$5,500.00",1,50,99,"$5,034.00",Dubuque,Iowa,52001,Dubuque
2015,201507,IAC Organization Project Grant,Des Moines Metro Opera,,OPERA Iowa Educational Touring Troupe,Organization- Non-Profit,Performing Group,Opera/Musical Theatre,Concert/Performance/Reading,Allamakee; Cedar; Clinton; Dallas; Decatur; Des Moines; Emmet; Fremont; Harrison; Ida; Iowa; Jasper; Johnson; Keokuk; Linn; Mahaska; Marion; Muscatine; Pocahontas; Polk; Pottawattamie; Poweshiek; Sac; Scott; Sioux; Story; Warren; Webster; Winnebago; Winneshiek,2,7,9,23988,"$10,000.00",$0.00,"$10,000.00",$0.00,4,13,26,"$193,104.00",Indianola,Iowa,50125,Warren
2015,201507,IAC Organization Project Grant,Quad City Arts,,Quad City Arts' Visiting Artist Series for  2014-2015,Organization- Non-Profit,Arts Service Organization,Multidisciplinary,School Residency,Clinton; Muscatine; Scott,1,33,34,39000,"$10,000.00",$0.00,"$10,000.00","$39,574.00",2,45,90,"$216,558.00",Rock Island,Iowa,61201,Rock Island
2015,201507,IAC Organization Project Grant,"Matter, Inc",,Arts Education Expansion Project,Organization- Non-Profit,Arts Center,Multidisciplinary,Arts Instruction,Dubuque; Jackson; Scott,3,0,3,5228,"$5,000.00",$0.00,"$5,000.00","$6,000.00",1,50,100,"$48,553.00",Dubuque,Iowa,52001-7048,Dubuque
2015,201507,IAC Organization Project Grant,Legion Aires Drum and Bugle Corps,,Events Manager Position,Organization- Non-Profit,Performing Group - Community,Music,Concert/Performance/Reading,Dubuque; Linn; Polk,140,160,300,2000,"$10,000.00",$0.00,"$10,000.00",$0.00,1,50,100,"$11,000.00",Dubuque,Iowa,52001-5016,Dubuque
2015,201507,IAC Organization Project Grant,E.E. Warren Opera House Association,,Premier Performance Series,Organization- Non-Profit,Performance Facility,Theatre,Concert/Performance/Reading,Adair,5,11,16,215,"$5,000.00",$0.00,"$5,000.00",$0.00,3,10,20,"$12,850.00",Greenfield,Iowa,50849,Adair
2015,201507,IAC Organization Project Grant,Sarva Sree Foundation,,Exotic Voice of South India,Organization- Non-Profit,Foundation,Music,Concert/Performance/Reading,Black Hawk; Johnson; Linn; Scott,0,6,6,500,"$8,000.00",$0.00,"$8,000.00","$2,580.00",2,43,86,"$8,320.00",Iowa City,Iowa,52240-7258,Johnson
2015,201507,IAC Organization Project Grant,Working Group Theatre,,Was The Word,Organization- Non-Profit,Performing Group,Theatre,Concert/Performance/Reading,Johnson,70,0,70,250,"$10,000.00",$0.00,"$10,000.00","$2,000.00",2,43,86,"$13,000.00",Iowa City,Iowa,52240-6250,Johnson
2015,201507,IAC Organization Project Grant,Synergy Jazz Foundation,,Jazz for Iowa,Organization- Non-Profit,Foundation,Music,Concert/Performance/Reading,Polk,10,10,20,3400,"$10,000.00",$0.00,"$10,000.00","$14,750.00",3,18,36,"$13,985.00",Des Moines,Iowa,50311-2507,Polk
2015,201507,IAC Organization Project Grant,University of Northern Iowa,,Kaleidoscope Series for Youth,Organization- Non-Profit,College/University,Humanities,Concert/Performance/Reading,Benton; Black Hawk; Bremer; Buchanan; Butler; Cedar; Cerro Gordo; Chickasaw; Delaware; Dubuque; Fayette; Floyd; Franklin; Grundy; Hamilton; Hancock; Hardin; Iowa; Johnson; Jones; Marshall; Mitchell; Palo Alto; Polk; Poweshiek; Tama; Winnebago; Worth,0,27,27,19091,"$10,000.00",$0.00,"$10,000.00",$0.00,1,30,59,"$69,000.00",Cedar Falls,Iowa,50614-0705,Black Hawk
2015,201507,IAC Organization Project Grant,Bluegrass Music Association of Iowa,,5th Annual BMAI Honey Creek Resort Festival,Organization- Non-Profit,Fair/Festival,Music,Fair/Festival,Adair; Appanoose; Benton; Butler; Clarke; Clayton; Dallas; Davis; Des Moines; Guthrie; Hamilton; Jasper; Jefferson; Johnson; Keokuk; Lee; Linn; Lucas; Madison; Mahaska; Marion; Monroe; Muscatine; Osceola; Page; Polk; Pottawattamie; Poweshiek; Sac; Scott; Story; Tama; Union; Van Buren; Wapello; Warren; Washington; Wayne,50,50,100,250,"$10,000.00",$0.00,"$10,000.00","$8,996.00",2,41,82,"$7,792.00",Drakesville,Iowa,52552-9795,Davis
2015,201507,IAC Organization Project Grant,Art Educators of Iowa,,Art Educators of Iowa 2014 Conference,Organization- Non-Profit,Union/Professional Association,Humanities,Seminar/Conference,Marshall; Tama,36,2,38,17,"$5,000.00",$0.00,"$5,000.00","$5,070.00",3,36,72,"$9,511.00",Garwin,Iowa,50632-9724,Tama
2015,201507,IAC Organization Project Grant,Iowa State University,,Campus Beautiful Publication and Lecture Series,Government- State,College/University,Humanities,Publication,Story,4,1,5,0,"$10,000.00",$0.00,"$10,000.00","$3,723.00",4,23,46,"$10,935.00",Ames,Iowa,50022-2035,Story
2015,201507,IAC Organization Project Grant,Grin City Collective,,Grin City Collective's Culture Lab,Organization- Non-Profit,Arts Council/Agency,Multidisciplinary,Artwork Creation,Jasper; Johnson; Polk; Poweshiek,7,10,17,210,"$10,000.00",$0.00,"$10,000.00","$1,380.00",3,38,76,"$15,100.00",Grinnell,Iowa,50112-2046,Poweshiek
2015,201507,IAC Organization Project Grant,Bell Tower Productions,,Free Summer Musical Program,Organization- Non-Profit,Arts Center,Theatre,Concert/Performance/Reading,Clayton; Delaware; Dubuque; Jackson; Jones,17,1,18,905,"$8,000.00",$0.00,"$8,000.00","$10,000.00",1,50,99,"$37,677.00",Dubuque,Iowa,52001-2969,Dubuque
2015,201507,IAC Organization Project Grant,Link Associates,,Big Art Series,Organization- Non-Profit,Social Service Organization,Non-Arts/Non-Humanities,Arts Instruction,Polk,2,0,2,0,"$3,000.00",$0.00,"$3,000.00","$4,989.00",3,22,43,"$2,349.00",West Des Moines,Iowa,50266-1306,Polk
2015,201507,IAC Organization Project Grant,Greater Des Moines Music Coalition,,Music University,Organization- Non-Profit,Arts Service Organization,Music,Seminar/Conference,Dallas; Jasper; Johnson; Linn; Madison; Marshall; Polk; Scott; Story; Warren; Webster,35,15,50,50,"$5,000.00",$0.00,"$5,000.00","$1,400.00",3,17,34,"$28,880.00",Des Moines,Iowa,50314-1674,Polk
2015,201507,IAC Organization Project Grant,University of Iowa,,Inti-Illmani Residency,Organization- Non-Profit,Arts Center,Multidisciplinary,Concert/Performance/Reading,Dickinson; Jackson; Johnson,0,11,11,2250,"$10,000.00",$0.00,"$10,000.00",$0.00,2,43,86,"$30,310.00",Iowa City,Iowa,52242-1316,Johnson
2015,201507,IAC Organization Project Grant,Hot Glass Inc.,,Glassblowing for at-risk Youth of Scott County,Organization- Non-Profit,Arts Center,Crafts,Arts Instruction,Scott,6,0,6,72,"$9,000.00",$0.00,"$9,000.00","$4,500.00",1,45,90,"$5,000.00",Davenport,Iowa,52801-1592,Scott
